cik,sic,company,loc
0001001392,6189,"UACSC AUTO TRUSTS",FL
0001001541,6189,"NATIONSBANK NA /NC/",NC
0001001679,6189,"NAVISTAR FINANCIAL DEALER NOTE MASTER TRUST",IL
0001001735,6189,"MMCA AUTO OWNER TRUST 1995-1",CA
0001002136,6189,"SIGNET HELOC TRUST 1995-A",VA
0001002226,6189,"HOUSEHOLD REVOLVING HOME EQUITY LOAN TRUST 1995-2",IL
0001002439,6189,"CHASE BANK USA, NA AS SERVIC ON BEHALF WACHOVIA CREDIT CARD MASTER TRUST",DE
0001002471,6189,"CHASE MANHATTAN GRANTOR TRUST 1995-B",NY
0001002485,6189,"YAMAHA MOTOR MASTER TRUST",CA
0001002578,6189,"NEWCOURT RECEIVABLES CORP",IN
0001002669,6189,"EQUICON MORTGAGE LOAN TRUST 1995-2",MD
0001002711,6189,"FIRST UNION NATIONAL BANK OF GEORGIA \",NC
0001002761,6189,"AMERICREDIT FINANCIAL SERVICES INC",TX
0001002858,6189,"THIRD AVENUE MANAGEMENT LLC",NY
0001002934,6189,"FIRST SIERRA RECEIVABLES II INC",TX
0001003010,6189,"SUPERIOR WHOLESALE INVENTORY FINANCING TRUST I",MI
0001003197,6189,"FINANCIAL ASSET SECURITIES CORP",CT
0001003509,6189,"AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST",UT
0001003522,6189,"AMRESCO RESIDENTIAL SECURITIES CORP",TX
0001003563,6189,"METRIS RECEIVABLES INC",IL
0001003564,6189,"METRIS MASTER TRUST",IL
0001003587,6189,"CHEVY CHASE AUTO RECEIVABLES TRUST 1995-2",MD
0001003842,6189,"WFS FINANCIAL 1997-A OWNERS TRUST",CA
0001003844,6189,"WFS FINANCIAL 1996-B OWNER TRUST",DE
0001003846,6189,"WFS FINANCIAL 1996-C OWNER TRUST",DE
0001003854,6189,"CHASE MANHATTAN GRANTOR TRUST 1996-A",NY
0001003952,6189,"CAPITAL ONE BANK",VA
0001004024,6189,"EQUIVANTAGE HOME EQUITY LOAN TRUST 1995-2",MD
0001004025,6189,"UACSC 1995-D AUTO TRUST",IN
0001004150,6189,"WORLD OMNI FINANCIAL CORP",FL
0001004158,6189,"GS MORTGAGE SECURITIES CORP II",NY
0001004459,6189,"EQCC HOME EQUITY LOAN TRUST 1995-4",FL
0001004463,6189,"OAKWOOD MORTGAGE INVESTORS INC OMI TRUST 1995-B",NC
0001004539,6189,"AIRPLANES LTD",X0
0001004540,6189,"AIRPLANES US TRUST",DE
0001004594,6189,"SALOMON BROTHERS MORT SEC VII INC MOR PAS TH CER SER 1995-2",NY
0001004595,6189,"SALOMON BROTHERS MORT SEC VII INC MOR PAS TH CER SER 1995-3",NY
0001004642,6189,"VOLKSWAGEN CREDIT AUTO RECEIVABLES CORP",MI
0001004988,6189,"CHASE CREDIT CARD MASTER TRUST",DE
0001005007,6189,"Banc of America Merrill Lynch Commercial Mortgage Inc.",NC
0001005008,6189,"BOMBARDIER CR RE COR B R M TR I FI R CL B AS BK CE SE 1994-1",VT
0001005022,6189,"TMS AUTO HOLDINGS INC",CA
0001005162,6189,"FIRST ALLIANCE MORTGAGE LOAN TRUST 1995-2",CA
0001005290,6189,"RELIABLE FINANCIAL SERVICES INC",PR
0001005292,6189,"FIRSTPLUS INVESTMENT CORP",NV
0001005403,6189,"NATIONSCREDIT SECURITIZATION CORP",PA
0001005404,6189,"NATIONSCREDIT GRANTOR TRUST 1996-1",GA
0001005405,6189,"NATIONAL FINANCIAL AUTO FUNDING TRUST",FL
0001005503,6189,"BOATMENS AUTO TRUST 1995-A",NC
0001005865,6189,"TRANSAMERICA CONSUMER MORTGAGE RECEIVABLES CORP",CA
0001006135,6189,"CHEMICAL MOR SEC INC MULTI CL MOR PAS THRO CER SER 1996-1",NY
0001006183,6189,"FIRST OMNI BANK NA",DE
0001006208,6189,"STRUCTURED ASSET SECURITIES CORP SERIES 1995-2",MD
0001007073,6189,"FIFTH THIRD BANK AUTO TRUST 1996-B",OH
0001007090,6189,"WORLD OMNI 1996-A AUTOMOBILE LEASE SECURITIZATION TRUST /DE",FL
0001007119,6189,"HOUSEHOLD CONSUMER LOAN TRUST 1996-1",IL
0001007254,6189,"WORLD FINANCIAL NETWORK NATIONAL BANK",OH
0001007452,6189,"BANC ONE AUTO GRANTOR TRUST 1996-A",TX
0001007575,6189,"TA OF DELAWARE INC",MA
0001008617,6189,"ACCESS FINANCIAL MORTGAGE LOAN TRUST 1996-1",MD
0001008949,6189,"FORD CREDIT AUTO RECEIVABLES TWO L P",MI
0001008966,6189,"FIRST NATIONS FINANCIAL SERVICES CO",DE
0001009246,6189,"EQCC HOME EQUITY LOAN TRUST 1996-1",FL
0001009248,6189,"UACSC 1996-A AUTO TRUST",TN
0001009722,6189,"EQUIVANTAGE HOME EQUITY LOAN TRUST 1996-1",MD
0001010317,6189,"DLJ MORTGAGE ACCEPTANCE CORP MORT PASS THR CERT SER 1996-Q4",NY
0001010319,6189,"DLJ MORTGAGE ACCEPTANCE CORP MORT PASS THR CERT SER 1996-Q1",NY
0001010320,6189,"DLJ MORTGAGE ACCEPTANCE CORP MORT PASS THR CERT SER 1996-QE3",NY
0001010373,6189,"CS FIRST BOSTON MOR SEC CORP COMM MOR PA TH CER SE 1995-AEW1",MA
0001010374,6189,"CWMBS INC MORTGAGE PASS THROUGH CERTIFICATES SERIES 1996-B",CA
0001010376,6189,"MORGAN STANLEY CAPITAL I INC MORT PASS THRO CERT SER 1996-1",NY
0001010377,6189,"AMRESCO RESIDENTIAL SECURITIES CORP MORT LOAN TRUST 1996-1",TX
0001010466,6189,"PRUDENTIAL SEC SECURED FIN COR COM MOR PA TH CE S 1995 MCF-2",IL
0001010495,6189,"NATIONAL COLLEGIATE TRUST 1996-S1",DE
0001010519,6189,"NELNET STUDENT LOAN CORP 1",AZ
0001010670,6189,"CWMBS INC MORTGAGE PASS THROUGH CERTIFICATES SERIES 1996-D",CA
0001010683,6189,"CBM FUNDING CORP",MD
0001010684,6189,"COURTYARD II ASSOCIATES LP",MD
0001010753,6189,"FIRST BANK CORPORATE CARD MASTER TRUST",ND
0001010769,6189,"CONTISECURITIES ASSET FUNDING CORP IMC HOME EQ LO TR 1996-01",NY
0001011026,6189,"STRUCTURED ASSET SECURITIES CORP SERIES 1995-4",MD
0001011320,6189,"CONTIMORTGAGE HOME EQUITY LN TR 1996-1",NY
0001011450,6189,"SALOMON BROTHERS ASSET BACKED FLOAT RT CERT SERIES 1996 AFF1",NY
0001011585,6189,"AMERICA FIRST APARTMENT INVESTORS LP",NE
0001011663,6189,"WELLS FARGO ASSET SECURITIES CORP",MD
0001011688,6189,"LEHMAN HOME EQUITY LOAN TRUST 1996-1",IL
0001011747,6189,"BANK OF AMERICA FSB/CA",CA
0001011895,6189,"OAKWOOD MORTGAGE INVESTORS INC OMI TRUST 1996-A",NC
0001012236,6189,"LEHMAN ABS CORP FHA TITLE I ASSET BACK CERT SER 1996-2",NY
0001012278,6189,"WACHOVIA ASSET SECURITIZATION ISSUANCE LLC",MD
0001012371,6189,"HOUSEHOLD REVOLVING HOME EQUITY LOAN TRUST 1996-1",IL
0001012439,6189,"NOMURA ASSET SECURITIES COR COM MORT PASS TH CER SR 1996 MDV",NY
0001012457,6189,"ASSET SECUR COR COMM MORT PASS TH CERT SER 1996 D2",NY
0001012644,6189,"NATIONSLINK FUNDING CORP COMM MORT PASS THR CERT SER 1996-1",NC
0001012664,6189,"BANK OF AMERICA NATIONAL ASSOCIATION USA",AR
0001012770,6189,"MELLON BANK NA MELLON BANK HOME EQUITY LOAN TRUST 1996-1",PA
0001013106,6189,"SALOMON BROTHERS MORT SEC VII INC MOR PA THR CER SER 1996-C1",IL
0001013109,6189,"BA MASTER CREDIT CARD TRUST /",AR
0001013160,6189,"CWMBS INC RES ASST SC TR 1996-A2 MT PS TH CT SR 1996-F",CA
0001013165,6189,"AMRESCO RES SC CORP AMR RS SE CP MT LN TR 1996-2",TX
0001013454,6189,"DEUTSCHE MORTGAGE & ASSET RECEIVING CORP",NY
0001013455,6189,"KEY BANK USA NATIONAL ASSOCIATION",OH
0001013456,6189,"KEYCORP STUDENT LOAN TRUST 1996-A",OH
0001013524,6189,"HOUSEHOLD CAPITAL TRUST II",IL
0001013611,6189,"JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORP",MA
0001013685,6189,"EQCC HOME EQUITY LOAN TRUST 1996-2",FL
0001013789,6189,"NELLIE MAE EDUCATION FUNDING LLC",MA
0001013797,6189,"IMC HOME EQUITY LOAN TRUST 1996-2",NY
0001013866,6189,"BANC ONE ABS CORP",AZ
0001014105,6189,"CONTIMORTGAGE HOME EQUITY LOAN TRUST 1996-2",NY
0001014157,6189,"CORESTATES HOME EQUITY LOAN TRUST 1996-1",PA
0001014286,6189,"UACSC 1996-B AUTO TRUST",IN
0001014299,6189,"SAXON ASSET SECURITIES CO",VA
0001014659,6189,"MIDLAND REALTY ACCEPTANCE CORP",MO
0001014956,6189,"BANK OF AMERICA MORTGAGE SECURITIES INC",NC
0001014972,6189,"CS FIRST BOSTON MORT SEC CORP ADJ RATE ASSET BACK CER 1996-1",NY
0001015085,6189,"CHEVY CHASE AUTO RECEIVABLES TRUST 1996-1",MD
0001015100,6189,"EQUIVANTAGE HOME EQUITY LOAN TRUST 1996-2",MD
0001015185,6189,"CHEVY CHASE HOME LOAN TRUST 1996-1",MD
0001015199,6189,"CLASSNOTES TRUST 1995-1 ASSET BACKED NOTES SER 1996-1",NJ
0001015201,6189,"CLASSNOTES TRUST 1995-1 ASSET BACKED NOTES SER 1995-2",NJ
0001015244,6189,"OPTION ONE CTS MORTGAGE LOAN TRUST 1996-1",NY
0001015401,6189,"MELLON BANK CREDIT CARD MASTER TRUST",DE
0001015411,6189,"LEHMAN ABS CORP LEHMAN HOME EQUITY LOAN TRUST 1996-2",NY
0001015463,6189,"HOUSEHOLD CONSUMER LOAN TRUST 1996-2",IL
0001015564,6189,"IMC SECURITIES INC",FL
0001016433,6189,"DELTA FUNDING HOME EQUITY LOAN TRUST 1996-1",NY
0001016576,6189,"NORWEST ASSET SEC CORP MORT PASS THRO CERT SER 1996-01 TR",MD
0001016636,6189,"NORWEST ASSET SECURITIES CORP MORT PASS THR CERT SER 1996-1",MD
0001016772,6189,"AMRESCO RESIDENTIAL SECURITIES CORP MORT LOAN TRUST 1996-3",TX
0001016930,6189,"SOUTHERN PACIFIC SECURED ASTS CORP MORT PA TH CTS SE 1996-2",OR
0001017017,6189,"ACCREDITED HOME LENDERS INC",MD
0001017018,6189,"FIRST ALLIANCE MORTGAGE LOAN TRUST 1996-2",CA
0001017272,6189,"HOME EQUITY LOAN PASS THROUGH CERTIFICATES SERIES 1996-B1",LA
0001017273,6189,"HOME EQUITY LOAN PASS THROUGH CERTIFICATES SERIES 1996-B2",LA
0001017447,6189,"IMH ASSETS CORP",CA
0001017476,6189,"FIRST ALLIANCE MORTGAGE LOAN TRUST 1996 1",CA
0001017527,6189,"FARMER MAC MORTGAGE SECURITIES CORP",DC
0001017557,6189,"BANC ONE HOME EQUITY LOAN TRUST 1996-A",IL
0001017558,6189,"REVOLVING HOME EQUITY LOAN ASSET-BACKED CERT SERIES 1996-A",NY
0001017649,6189,"CHASE COMM MORT SEC CORP COMM MORT PAS THRU CERT 1996-1",NY
0001017669,6189,"WELLS FARGO AUTO RECEIVABLES CORP",MN
0001017959,6189,"U S AUTOMOBILE ACCEPTANCE SNP III INC",OK
0001018096,6189,"CWMBS INC MORTGAGE PASS THROUGH CERTIFICATES SERIES 1996-E",CA
0001018147,6189,"ACCESS FINANCIAL LENDING CORP",MN
0001018545,6189,"UCFC FUNDING CORP",LA
0001018772,6189,"AMRESCO RESIDENTIAL SECURITIES CORP MORT LOAN TRUST 1996-4",NY
0001018905,6189,"IMPAC SECURED ASSETS CORP",CA
0001019126,6189,"VANDERBILT MORT & FINANCE INC SR SB PS TH CT SR 1996-B",TN
0001019374,6189,"ANTIGUA FUNDING CORP",NJ
0001019618,6189,"CIT RV OWNER TRUST 1996-A",NJ
0001019783,6189,"STRUCTURED ASSETS SECURITIES CORP SER 1995-1",IL
0001019963,6189,"EQUI VANTAGE HOME EQUITY LOAN TRUST 1994-1",IL
0001020193,6189,"IMC HOME EQUITY LOAN TRUST 1996-3",FL
0001020233,6189,"WORLD OMNI 1996-B AUTOMOBILE LEASE SECURITIZATION TRUST",AL
0001020272,6189,"CONTIMORTGAGE HOME EQUITY LOAN TRUST 1996-3",NY
0001020524,6189,"SOUTHPOINT STRUCTURED ASSETS INC",TN
0001020736,6189,"EQCC HOME EQUITY LOAN TRUST 1996-3",FL
0001020752,6189,"UACSC 1996-C AUTO TRUST",IN
0001020826,6189,"LEHMAN STRUCTURED SECURITIES CORP",MA
0001020939,6189,"CIT RV TRUST 1996-B",DE
0001021070,6189,"PERFORMANCE ASSET MANAGEMENT FUND IV LTD",CA
0001021134,6189,"MEGO MORTGAGE FHA TITLE I LOAN TRUST 1996-2",CT
0001021312,6189,"NORWEST ASSET SECURITIES CORP MORT PASS THR CERT SER 1996-2",MD
0001021313,6189,"NORWEST ASSET SECURITIES CORP MORT PASS THR CERT SER 1996-3",MD
0001021383,6189,"FINANCIAL ASSETS SEC CORP MEGO MORT FHA TITLE I LOAN 1996-1",CT
0001021385,6189,"SRI RECEIVABLES PURCHASE CO",TX
0001021386,6189,"SOUTHERN PACIFIC SECURED ASSET MORT LOAN PA TH CER SE 1996-3",OR
0001021388,6189,"FIRST UNION MASTER CREDIT CARD TRUST",GA
0001021457,6189,"NORWEST ASSET SECURITIES CORP MORT PASS THR CERT SER 1996-4",MD
0001021586,6189,"GE CAPITAL MORT SERV INC REMIC MUL CL PA THR CER SER 1996-13",NJ
0001021622,6189,"NATIONSBANK AUTO OWNER TRUST 1996-A",NC
0001021913,6189,"CWABS INC",CA
0001021920,6189,"RCL TRUST 1996 1",MI
0001021935,6189,"METROPOLITAN ASSET FUNDING INC",WA
0001021949,6189,"MELLON BANK PREMIUM FINANCE LOAN MASTER TRUST",PA
0001021952,6189,"LEHMAN FHA TITLE I LOAN TRUST 1996-3",NY
0001022185,6189,"FINANCIAL ASSET SECUR CORP CITYSCP HM EQ LN TR SER 1996-3",CT
0001022241,6189,"PERFORMANCE ASSET MANAGEMENT FUND III LTD",CA
0001022419,6189,"OAKWOOD MORTGAGE INVESTORS INC OMI TRUST 1996-B",PA
0001022527,6189,"CAPITOL REVOLVING HOME EQUITY LOAN TRUST 1996-1",MD
0001022831,6189,"CAPITA EQUIPMENT RECEIVABLES TRUST 1996-1",NJ
0001022846,6189,"CHASE MANHATTAN AUTO GRANTOR TRUST 1996-B",NY
0001023006,6189,"FIRST ALLIANCE MORTGAGE LOAN TRUST 1996-3",CA
0001023133,6189,"SAXON ASSET SEC TR 1996-1 MORT LN ASSET BKED CERT SE 1996-1",VA
0001023194,6189,"KEY CONSUMER ACCEPTANCE CORP",OH
0001023307,6189,"LEHMAN ABS CORP PROVIDENT BANK HOME EQUITY LOAN TRUST 1996-1",NY
0001023308,6189,"HOUSEHOLD REVOLVING HOME EQUITY LOAN TRUST 1996-2",IL
0001023626,6189,"AIRCRAFT LEASE PORTFOLIO SECURITISATION 92-1 LTD",X0
0001023642,6189,"LEHMAN ABS CORP DELTA HM EQ LN TR 1996-2",NY
0001023657,6189,"ASSET SECURITIZATION CORP COMM MORT PASS THR CER SER 1996-D3",NY
0001023660,6189,"UCFC ACCEPT CORP HM EQ LN PASS THR CERT SE 1996-C1 & 1996-C2",LA
0001023752,6189,"MIDLAND REALTY ACCEPT CORP COM MORT PASS THR CERT SE 1996-C1",MO
0001023774,6189,"HOME EQUITY LOAN ASSET BACKED CERTIFICATES SERIES 1996-3",NY
0001023823,6189,"NATIONSFINANCIAL FUNDING CORP",TX
0001023850,6189,"MONEY STORE TRUST 1996-C",NJ
0001023999,6189,"NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1996-06 TRUST",MD
0001024016,6189,"EQUIVANTAGE HOME EQUITY LOAN TRUST 1996-3",MD
0001024123,6189,"ELMWOOD FUNDING LTD",E9
0001024330,6189,"CONTIMORTGAGE HOME EQUITY LOAN TRUST 1996-4",NY
0001024336,6189,"PNC MORTGAGE ACCEPTANCE CORP",MO
0001024734,6189,"BLOCK MORTGAGE FINANCE INC",MO
0001024735,6189,"SALOMON BROTHERS MORT SEC VII INC TRUST CERT SERIES 1996-4",NY
0001024776,6189,"WFS FINANCIAL 1996-D OWNER TRUST",DE
0001025365,6189,"HONDA AUTO RECEIVABLES 1997-A GRANTOR TRUST",CA
0001025562,6189,"OPTION ONE MORTGAGE ACCEPTANCE CORP",CA
0001025786,6189,"SIGNET STUDENT LOAN TRUSTS",VA
0001025825,6189,"VANDERBILT MORT & FIN INC MAN HS CT SR SB PS TH CT SR 1996C",TN
0001026002,6189,"GREENTREE FLOORPLAN FUNDING CORP",MN
0001026071,6189,"NORWEST ASSET SECURITIES CORP MORT PASS THR CERT SER 1996-7",MD
0001026072,6189,"NORWEST ASSET SECURITIES CORP MORT PASS THR CERT SER 1996-5",MD
0001026250,6189,"ASSET SECURITIZATION CORP COMM MOR PASS THR CER 1996-MD VI",NY
0001026664,6189,"CHEVY CHASE AUTO RECEIVABLES TRUST 1996-2",MD
0001026763,6189,"IMC HOME EQUITY LOAN TRUST 1996-4",FL
0001026782,6189,"UACSC 1996-D AUTO TRUST",IN
0001026808,6189,"BAY VIEW SECURITIZATION CORP",CA
0001027234,6189,"FDIC REMIC TRUST 1996-C1",MA
0001027266,6189,"ADVANTA REVOLVING HOME EQUITY LOAN TRUST 1996-A",CA
0001027281,6189,"GREENPOINT MORTGAGE SECURITIES INC/",CA
0001027283,6189,"CALIFORNIA FEDERAL PREFERRED CAPITAL CORPATION",TX
0001027358,6189,"NORWEST ASSET SECURTIES CORP MORT PASS THR CERT SER 1996-08",MD
0001027371,6189,"BEAR STEARNS BACKED SECURTIES INC CROWN HM EQTY LN TR 1996-1",NY
0001027548,6189,"NATIONAL COLLEGIATE TRUST 1996-S2",DE
0001028691,6189,"PROVIDENT BANK HOME EQUITY LOAN TRUST 1996-2",NY
0001028858,6189,"TOYOTA AUTO RECEIVABLES 1996-A GRANTOR TRUST",CA
0001028915,6189,"AMRESCO RESIDENTIAL SEC CORP MORT LOAN TR 1996-5",TX
0001028917,6189,"NORWEST INTEGRATED STRUCTURED ASSETS INC",MD
0001028934,6189,"BFC GUARANTY CORP",TN
0001029030,6189,"FIRST SECURITY AUTO GRANTOR TRUST 1997-A",UT
0001029036,6189,"COMMERCIAL MORTGAGE PASS THROUGH CERT SERIES 1996 MD VI",NY
0001029146,6189,"FINANCIAL ASSETS SEC CORP MEGO MORT HOME LOAN TRUST 1996-3",CT
0001029265,6189,"UCFC ACCEPTANCE CORP HM EQU LN PS THR CERT 1996 D1 & 1996 D2",LA
0001029321,6189,"FIRST ALLIANCE CORP /DE/",CA
0001029447,6189,"FIRST ALLIANCE MORTGAGE LOAN TRUST 1996-4",CA
0001029502,6189,"CENTREX CAPITAL AUTOMOBILE ASSETS-NUMBER 3- INC",NY
0001029536,6189,"NORWEST MORTGAGE PASS THROUGH CERTIFICATES SER 1996-09 TRUST",MD
0001029550,6189,"CLASSNOTES INC",NJ
0001029567,6189,"COMMERCIAL MORTGAGE PASS THROUGH CERTIFICATES SERIES 1996 C2",MO
0001029690,6189,"WORLD OMNI 1997 A AUTOMOBILE LEASE SECURITIZATION TRUST",FL
0001029775,6189,"SALOMON BRO MORT SEC VII INC AS BK FIX & FL RTE CE SE 1996-8",NY
0001030245,6189,"MIDLAND REALTY ACCEPT CORP COM MORT PASS THR CERT SE 1996 C2",IL
0001030326,6189,"CLASSNOTES TRUST 1995-1 ASSET BACKED SER 1996-2",NJ
0001030401,6189,"ADVANTA AUTO FINANCE CORP",PA
0001030429,6189,"AMRESCO COMMERCIAL MORTGAGE FUNDING I CORP",TX
0001030442,6189,"MORGAN STANLEY ABS CAPITAL I INC",NY
0001030621,6189,"HOUSEHOLD CONSUMER LOAN TRUST 1997-1",IL
0001030767,6189,"FIRST UNION HOME EQTY LN ASST BACK CERT SER 1996-2 TR",MD
0001031030,6189,"AAMES CAPITAL ACCEPTANCE CORP",CA
0001031175,6189,"MORGAN JP COMMERCIAL MOR FIN CORP MOR PAS THR CE SER 1997-C4",NY
0001031187,6189,"OMI TRUST 1996-C",NC
0001031256,6189,"STRUCTURED ASSET SECURITIES CORP SERIES 1996-4",MD
0001031657,6189,"CWMBS INC MORT PASS THRO CERT SER 1997-1",CA
0001031842,6189,"CWMBS INC MORT PASS THR CERT SER 1997-A",CA
0001031950,6189,"EQCC HOME EQUITY LOAN TRUST 1996-4",FL
0001032519,6189,"BENEFICIAL MORTGAGE SERVICES INC",DE
0001032897,6189,"ASSET SECURITIZATION CORP COMM MORT PASS THR CER SER 1997-D4",NY
0001033011,6189,"UACSC 1997-A AUTO TRUST",IN
0001033146,6189,"SEQUOIA MORTGAGE FUNDING CORP",CA
0001033232,6189,"HARLEY DAVIDSON CREDIT CORP",NV
0001033267,6189,"CHEVY CHASE AUTO RECEIVABLES TRUST 1997-1",MD
0001034336,6189,"CIT GROUP SECURITIZATION CORP III",NJ
0001034554,6189,"ASSET SECURITIZATION CORP COM MOR PAS THR CER SER 1997 MDV11",NY
0001034810,6189,"NORWEST ASSET SECURITIES CORP MORT PASS THR CERT SER 1997-01",MD
0001034824,6189,"CWMBS INC MORTGAGE PASS THROUGH CERT SERIES 1997-2",CA
0001034937,6189,"AUTO LEASE FINANCE L P",FL
0001034942,6189,"MANUFACTURED HOUSING CONT SEN SUB PASS THR CERT SERIES 1997A",TN
0001035003,6189,"BLOCK MORTGAGE FINANCE ASSET BACKED CERTIFICATES SER 1997-1",CA
0001035024,6189,"SALOMON BROS MORT SEC VII INC AST BK FL RTE CER SE 1997-NC1",NY
0001035049,6189,"FINANCIAL ASSET SEC CORP MEGO MORT FHA TITLE I LN TR 1996-3",CT
0001035321,6189,"STRUCTURED ASSET SEC CORP MORT PASS THRO CERT SER 1997-01 TR",MD
0001035358,6189,"NATIONAL COLLEGIATE TRUST 1997 S1",DE
0001035794,6189,"METLIFE CAPITAL FUNDING CORP III",TX
0001035795,6189,"GENERAL ELECTRIC CAPITAL EQUIPMENT LOAN TRUST 1997-A",TX
0001035967,6189,"DAIMLER BENZ VEHICLE TRUST 1996-A",DE
0001035968,6189,"ADVANTA AUTOMOBILE RECEIVABLES TRUST 1997-1",PA
0001036258,6189,"PROVIDENT BANK HOME EQUITY LOAN TRUST 1997-1",NY
0001036298,6189,"MLCC MORT INV INC MORT LOAN ASST BK PASS THRU CERT SE 1997-A",FL
0001036331,6189,"PERFERRED CREDIT ASSET BK CERT SERIES 1997-1",MD
0001036445,6189,"FLEETWOOD CREDIT 1997-A GRANTOR TRUST",TX
0001036446,6189,"FIRST NATIONAL BANK OF COMMERCE",LA
0001036499,6189,"HEADLANDS MORTGAGE SEC INC MORTGAGE PASS THR CERT SER 1997-1",CA
0001036501,6189,"FIRST ALLIANCE MORTGAGE LOAN TRUST 1997-01",CA
0001036502,6189,"BOATMENS AUTO TRUST 1996-A",NC
0001036507,6189,"FORD CREDIT AUTO OWNER TRUST 1996-A",MI
0001036508,6189,"PRUDENTIAL SECURITIES SEC FIN TR LIFE FIN TR 1997 1A & 1B",NY
0001036688,6189,"LEHMAN ABS CORP CH HM EQ LN TR 1997-1 HM E LN A B CRT 1997-",NY
0001036689,6189,"MONEY STORE HOME EQUITY LOAN TRUST 1997-A",NJ
0001036706,6189,"RESIDENTIAL ASSET SECURITIZATION TRUST 1997-A3",CA
0001036781,6189,"CWMBS INC MORTGAGE PASS THROUGH CERT SERIES 1996-1",NY
0001036782,6189,"CWMBS INC MORTGAGE PASS THROUGH CERT SERIES 1996-2",NY
0001036783,6189,"CWMBS INC RES ASST SC TR 1996-A1 MT PS TH CT SR 1996-C",CA
0001036784,6189,"CWMBS INC RES ASST SC TR 1996-A3 MT PS TH CT SR 1996-G",CA
0001036785,6189,"CWMBS INC RES ASST SC TR 1996-A4 MT PS TH CT SR 1996-H",CA
0001036786,6189,"CWMBS INC RES ASST SC TR 1996-A5 MT PS TH CT SR 1996-I",CA
0001036787,6189,"CWMBS INC RES ASST SC TR 1996-A7 MT PS TH CT SR 1996-K",CA
0001036788,6189,"CWMBS INC RES ASST SC TR 1996-A6 MT PS TH CT SR 1996-J",CA
0001036789,6189,"CWMBS INC RES ASST SC TR 1996-A8 MT PS TH CT SR 1996-L",CA
0001036790,6189,"CWMBS INC RES ASST SC TR 1996-A9 MT PS TH CT SR 1996-M",CA
0001036791,6189,"CWMBS INC RES ASST SC TR 1996-A10 MT PS TH CT SR 1996-N",CA
0001036792,6189,"CWMBS INC RES ASST SC TR 1996-A11 MT PS TH CT SR 1996-O",CA
0001036793,6189,"CWMBS INC HOME EQ MT LN ASST BCK TR SR SPMD 1996-A MT PS TH",CA
0001036804,6189,"POPULAR ABS, INC.",DE
0001036821,6189,"CHASE MANHATTAN HOME EQUITY LOAN TRUST 1995-1",NY
0001036827,6189,"DEUTSCHE FINANCIAL CAPITAL SECURITIZATION LLC",NC
0001037000,6189,"MONEY STORE HOME IMPROVEMENT TRUST 1997-1",NJ
0001037075,6189,"MLCCMI SUBORDINATE MORT BACKED CERT SERIES 1995-S1",FL
0001037076,6189,"MLMI PRIMEFIRST ADJ RATE MO SEN SUB PASS THR CERT SER 1992 A",FL
0001037077,6189,"MLMI PRIMEFIRST ADJ RATE MO SEN SUB PASS THR CERT SER 1992C",FL
0001037078,6189,"MLMI PRIMEFIRST ADJ RATE MO SEN SUB PASS THR CERT SER 1992F",FL
0001037080,6189,"MLMI PRIMEFIRST ADJ RATE MO SEN SUB PASS THR CERT SER 1993C",FL
0001037081,6189,"MLMI PRIMEFIRST ADJ RATE MO SEN SUB PASS THR CERT SER 1993E",FL
0001037082,6189,"MLMI PRIMEFIRST ADJ RATE MO SEN SUB PASS THR CERT SER 1993F",FL
0001037083,6189,"MLMI PRIMEFIRST ADJ RATE MO SEN SUB PASS THR CERT SER 1993I",FL
0001037084,6189,"MLMI PRIMEFIRST ADJ RATE MO SEN SUB PASS THR CERT SER 1994 A",FL
0001037085,6189,"MLMI PRIMEFIRST ADJ RATE MO SEN SUB PASS THR CERT SER 1994 F",FL
0001037086,6189,"MLMI PRIMEFIRST ADJ RATE MO SEN SUB PASS THR CERT SER 1994 H",FL
0001037087,6189,"MLCCMI SENIOR SUB MORT PASS THR CERT SERIES 1994 A",FL
0001037088,6189,"MLCCMI SENIOR SUB MORT PASS THR CERTIFICATES SERIES 1995 A",FL
0001037089,6189,"MLCCMI SENIOR SUB MORT PASS THR CERTIFICATES SERIES 1994 B",FL
0001037090,6189,"MLCCMI SENIOR SUBORDINATE MORT PASS THR CERT SERIES 1995 B",FL
0001037098,6189,"ML REVOLVING HOME EQUIT LOAN ASSET BACKED CERT SERIES 1996-1",FL
0001037099,6189,"ML REVOLVING HOME EQUIT LOAN ASSET BACKED CERT SERIES 1996-2",FL
0001037100,6189,"MLCCMI MORTGAGE LOAN ASSET BK PASS CERT SERIES 1996-A",FL
0001037101,6189,"MLCCMI MORTGAGE LOAN ASSET BACKED CERTIFICATES SERIES 1996-B",FL
0001037106,6189,"MLMI PRIMEFIRST ADJ MORT SEN SUB PASS THR CERT SERIES 1991 F",FL
0001037110,6189,"MELLON RESIDENTIAL FUNDING CORP",PA
0001037152,6189,"IMC HOME EQUITY LOAN TRUST 1997-2",FL
0001037314,6189,"FIFTH THIRD BANK AUTO TRUST 1996-A",OH
0001037397,6189,"EMPIRE FUNDING HOME LOAN REMIC TRUST 1997-A",CT
